IndicatorId,Indicator
WS_TLET_P_NPT,Population with a pit latrine without a slab or an open pit
WS_TLET_P_VIP,Population with a ventilated improved pit latrine (VIP)
WS_TLET_P_IMP,Population with an improved sanitation facility
WS_TLET_P_NIM,Population with an unimproved sanitation facility
WS_TLET_P_BAS,Population with basic sanitation service
WS_SRCE_P_BAS,Population with basic water service
HC_FLRM_P_CER,Population with ceramic tile floors
HC_ELEC_P_DKM,Population with don't know or missing information on electricity
HC_RMSL_P_DKM,Population with don't know or missing information on rooms for sleeping
WS_TLET_P_DKM,Population with don't know or missing information on toilet facility
HC_CKFL_P_DKM,Population with don't know or missing information on type of cooking fuel
HC_FLRM_P_DKM,Population with don't know or missing information on type of flooring
WS_SRCE_P_DKM,Population with don't know or missing information on water source
HC_FLRM_P_DNG,Population with dung floors
HC_FLRM_P_ETH,Population with earth/sand floors
HC_ELEC_P_ELC,Population with electricity
HC_FLRM_P_FIN,Population with finished floors
WS_SRCE_P_IOP,Population with improved water source on the premises
WS_TLET_P_LTD,Population with limited sanitation service
WS_SRCE_P_LTD,Population with limited water service
HC_FLRM_P_NAT,Population with natural floors
HC_ELEC_P_NEL,Population with no electricity
HC_RMSL_P_1RM,Population with one room for sleeping
HC_FLRM_P_OTH,Population with other floors
HC_FLRM_P_PLM,Population with palm/bamboo floors
HC_FLRM_P_PQT,Population with parquet or polished wood floors
HC_FLRM_P_RUD,Population with rudimentary floors
HC_RMSL_P_3RM,Population with three or more rooms for sleeping
HC_RMSL_P_2RM,Population with two rooms for sleeping
WS_TIME_P_DKM,Population with unknown or missing information on round trip time to water
HC_FLRM_P_VIN,Population with vinyl or asphalt strips floors
WS_TIME_P_L30,Population with water 30 minutes or less away round trip
WS_TIME_P_M30,Population with water more than 30 minutes away round trip
WS_TIME_P_ONP,Population with water on the premises
HC_FLRM_P_WDP,Population with wood plank floors
WS_TIME_P_TOT,Population: Total
WS_SRCE_P_TOT,Population: Total
CM_ECMT_C_PNR,Postneonatal mortality (5 year periods)
CM_ECMT_C_PNL,Postneonatal mortality (5 year periods) - CI lower bound (-2SE)
CM_ECMT_C_PNU,Postneonatal mortality (5 year periods) - CI upper bound (+2SE)
CM_ECMT_C_PNX,Postneonatal mortality (5 year periods) - relative error
CM_ECMT_C_PNE,Postneonatal mortality (5 year periods) - standard error
CM_ECMR_C_PNL,Postneonatal mortality - CI lower bound (-2SE)
CM_ECMR_C_PNU,Postneonatal mortality - CI upper bound (+2SE)
CM_ECMR_C_PNX,Postneonatal mortality - relative error
CM_ECMR_C_PNE,Postneonatal mortality - standard error
CM_ECMR_C_PNR,Postneonatal mortality rate
FE_PPIS_W_ABS,Postpartum abstaining
FE_PPIS_W_AMN,Postpartum amenorrheic
FE_PPIS_W_INS,Postpartum insusceptible
CN_IYCB_C_PBF,Predominant breastfeeding 0-5 months
MM_MMRT_W_PRT,Pregnancy-related mortality rate
MM_MMRO_W_PMR,Pregnancy-related mortality ratio
MM_MMRO_W_PIL,Pregnancy-related mortality ratio CI lower bound (PRMR-2SE)
MM_MMRO_W_PIH,Pregnancy-related mortality ratio CI upper bound (PRMR+2SE)
HC_LVAY_C_P1D,"Prevalence of orphanhood: children age 10-14 who are orphans - mother, father or both dead"
FE_BINT_C_I18,Previous birth interval: 18-23 months
FE_BINT_C_I24,Previous birth interval: 24-35 months
FE_BINT_C_I36,Previous birth interval: 36-47 months
FE_BINT_C_I48,Previous birth interval: 48-59 months
FE_BINT_C_I60,Previous birth interval: 60+ months
FE_BINT_C_I07,Previous birth interval: 7-17 months
FE_BINT_C_I3Y,Previous birth interval: <36 months
FE_BINT_C_TOT,Previous birth interval: Total
MM_AMPB_M_AMP,Probability of dying between exact age 15 and 50 (35q15) for men
MM_AMPB_W_AMP,Probability of dying between exact age 15 and 50 (35q15) for women
RH_PAHC_W_PR1,Problems in accessing health care: Any of the specified problems
RH_PAHC_W_FEM,Problems in accessing health care: Concern there may not be a female provider
RH_PAHC_W_DIS,Problems in accessing health care: Distance to health facility
RH_PAHC_W_MON,Problems in accessing health care: Getting money for treatment
RH_PAHC_W_PRM,Problems in accessing health care: Getting permission to go for treatment
RH_PAHC_W_TRN,Problems in accessing health care: Having to take transport
RH_PAHC_W_KNW,Problems in accessing health care: Knowing where to go for treatment
RH_PAHC_W_ALN,Problems in accessing health care: Not wanting to go alone
ED_SCHA_C_SCR,"Ratio of orphans to non-orphans who are in school - mother, father or both dead"
FP_RNIU_W_CST,Reason for not intending to use contraception: Cost too much
FP_RNIU_W_UNK,Reason for not intending to use contraception: DK
FP_RNIU_W_SID,Reason for not intending to use contraception: Fear of side effects
FP_RNIU_W_HCN,Reason for not intending to use contraception: Health concerns
FP_RNIU_W_INC,Reason for not intending to use contraception: Inconvenient to use
FP_RNIU_W_INS,Reason for not intending to use contraception: Infrequent sex
FP_RNIU_W_BOD,Reason for not intending to use contraception: Interfere with body
FP_RNIU_W_KNM,Reason for not intending to use contraception: Knows no method
FP_RNIU_W_KNS,Reason for not intending to use contraception: Knows no source
FP_RNIU_W_ACC,Reason for not intending to use contraception: Lack of access
FP_RNIU_W_MEN,"Reason for not intending to use contraception: Menopausal, hysterectomized"
FP_RNIU_W_MIS,Reason for not intending to use contraception: Missing
FP_RNIU_W_OTH,Reason for not intending to use contraception: Other
FP_RNIU_W_OOP,Reason for not intending to use contraception: Others opposed
FP_RNIU_W_REL,Reason for not intending to use contraception: Religious prohibition
FP_RNIU_W_ROP,Reason for not intending to use contraception: Respondent opposed
FP_RNIU_W_SOP,Reason for not intending to use contraception: Spouse opposed
FP_RNIU_W_SBF,"Reason for not intending to use contraception: Subfecund, infecund"
FP_RNIU_W_TOT,Reason for not intending to use contraception: Total
FP_RNIU_W_WMC,Reason for not intending to use contraception: Wants more children
CH_VACC_C_AP2,Received all age appropriate vaccinations [24-35]
CH_VACC_C_NON,Received no vaccinations
CH_VACS_C_NON,Received no vaccinations
CH_VAC1_C_NON,Received no vaccinations in first year
SX_LSEX_M_4WK,Recent sexual activity [Men]: Active 4 Weeks
SX_LSEX_M_MIS,Recent sexual activity [Men]: Missing
SX_LSEX_M_NSX,Recent sexual activity [Men]: Never had sex
SX_LSEX_M_1PY,Recent sexual activity [Men]: One or more years ago
SX_LSEX_M_1YR,Recent sexual activity [Men]: Within the last year
SX_LSEX_W_MIS,Recent sexual activity [Women]: Missing
SX_LSEX_W_1PY,Recent sexual activity [Women]: One or more years ago
SX_LSEX_W_1YR,Recent sexual activity [Women]: Within the last year
SX_LSEX_W_4WK,Recent sexual activity: Active in last 4 weeks
SX_LSEX_W_NSX,Recent sexual activity: Never had sex
SV_RESI_M_INT,Sample implementation: Eligible men completed
SV_RESI_M_INC,Sample implementation: Eligible men incapacitated
SV_RESI_M_NAH,Sample implementation: Eligible men not at home
SV_RESI_M_OTH,Sample implementation: Eligible men other
SV_RESI_M_PRT,Sample implementation: Eligible men partly completed
SV_RESI_M_POS,Sample implementation: Eligible men postponed
SV_RESI_M_REF,Sample implementation: Eligible men refused
SV_RESI_M_TOT,Sample implementation: Eligible men total percent
SV_RESI_W_INT,Sample implementation: Eligible women completed
SV_RESI_W_INC,Sample implementation: Eligible women incapacitated
SV_RESI_W_NAH,Sample implementation: Eligible women not at home
SV_RESI_W_ELG,Sample implementation: Eligible women number
SV_RESI_W_OTH,Sample implementation: Eligible women other
SV_RESI_W_PRT,Sample implementation: Eligible women partly completed
SV_RESI_W_POS,Sample implementation: Eligible women postponed
SV_RESI_W_REF,Sample implementation: Eligible women refused
SV_RESI_W_RES,Sample implementation: Eligible women response rate
SV_RESI_W_TOT,Sample implementation: Eligible women total percent
SV_HRES_H_ABS,Sample implementation: Households absent
SV_HRES_H_INT,Sample implementation: Households completed
SV_HRES_H_DES,Sample implementation: Households dwelling destroyed
SV_HRES_H_DNF,Sample implementation: Households dwelling not found
SV_HRES_H_VAC,Sample implementation: Households dwelling vacant
SV_HRES_H_NOR,Sample implementation: Households no competent respondent
SV_HRES_H_SEL,Sample implementation: Households number
SV_HRES_H_OTH,Sample implementation: Households other
SV_HRES_H_POS,Sample implementation: Households postponed
SV_HRES_H_REF,Sample implementation: Households refused
SV_HRES_H_RES,Sample implementation: Households response rate
SV_HRES_H_TOT,Sample implementation: Households total percent
SV_RESI_M_ORR,Sample implementation: Overall response rate for men
SV_RESI_W_ORR,Sample implementation: Overall response rate for women
HA_AFSY_M_A15,Sex before the age of 15 [Men]
HA_AFSY_W_A15,Sex before the age of 15 [Women]
HA_AFSY_M_A18,Sex before the age of 18 [Men]
HA_AFSY_W_A18,Sex before the age of 18 [Women]
HC_HHHD_H_DKM,Sex of head of household unknown/missing
FP_CUSU_W_NCU,Sexually active unmarried women not currently using any method
FP_CUSU_W_TOT,Sexually active unmarried women: total
HA_MSPY_M_2PS,Sexually active young men having multiple partners in last year
HA_MSPY_W_2PS,Sexually active young women having multiple partners in last year
CH_SZWT_C_AVG,Size of child at birth: Average or larger
CH_SZWT_C_SML,Size of child at birth: Smaller than average
CH_SZWT_C_TOT,Size of child at birth: Total
CH_SZWT_C_VSM,Size of child at birth: Very small
CH_SZWT_C_DKM,Size of child at birth: don't know or missing
FP_ASTR_W_UNW,Sterilized women (unweighted)
FE_TNBH_M_BTH,Teenage men who fathered a live birth before age 15
FE_TNBH_M_SEX,Teenage men who initiated sexual intercourse before age 15
FE_TNBH_M_MAR,Teenage men who married before age 15
FE_TNBH_W_BTH,Teenage women who had a live birth before age 15
FE_TNBH_W_SEX,Teenage women who initiated sexual intercourse before age 15
FE_TNBH_W_MAR,Teenage women who married before age 15
FE_TNPG_W_LVB,Teenagers who are mothers
FE_TNPG_W_PRG,Teenagers who are pregnant with their first child
FE_TNPG_W_CBR,Teenagers who have begun childbearing
RH_TTIJ_W_TT0,Tetanus injections before birth: None
RH_TTIJ_W_TT1,Tetanus injections before birth: One dose
RH_TTIJ_W_TOT,Tetanus injections before birth: Total
RH_TTIJ_W_TT2,Tetanus injections before birth: Two doses or more
RH_TTIJ_W_DKM,Tetanus injections before birth: don't know or missing
RH_ANCT_W_T45,Timing of first antenatal check: 4-5 months
RH_ANCT_W_T67,Timing of first antenatal check: 6-7 months
RH_ANCT_W_T8P,Timing of first antenatal check: 8+ months
RH_ANCT_W_TL4,Timing of first antenatal check: Less than 4 months
RH_ANCT_W_NON,Timing of first antenatal check: No antenatal care
RH_ANCT_W_TOT,Timing of first antenatal check: Total
RH_ANCT_W_DKM,Timing of first antenatal check: don't know or missing information on timing
FP_NADM_W_TDT,Total demand for family planning
FP_NDYM_W_TDT,Total demand for family planning (married young women)
FP_NADM_W_TDL,Total demand for family planning for limiting
FP_NADA_W_TDL,Total demand for family planning for limiting (all women)
FP_NDYA_W_TDL,Total demand for family planning for limiting (all young women)
FP_NDYM_W_TDL,Total demand for family planning for limiting (married young women)
FP_NADU_W_TDL,Total demand for family planning for limiting (sexually active unmarried women)
FP_NDYU_W_TDL,Total demand for family planning for limiting (sexually active unmarried young women)
FP_NADM_W_TDS,Total demand for family planning for spacing
FP_NADA_W_TDS,Total demand for family planning for spacing (all women)
FP_NDYA_W_TDS,Total demand for family planning for spacing (all young women)
FP_NDYM_W_TDS,Total demand for family planning for spacing (married young women)
FP_NADU_W_TDS,Total demand for family planning for spacing (sexually active unmarried women)
FP_NDYU_W_TDS,Total demand for family planning for spacing (sexually active unmarried young women)
FP_NADA_W_TDT,"Total demand for family planning, total (all women)"
FP_NDYA_W_TDT,"Total demand for family planning, total (all young women)"
FP_NADU_W_TDT,"Total demand for family planning, total (sexually active unmarried women)"
FP_NDYU_W_TDT,"Total demand for family planning, total (sexually active unmarried young women)"
FE_FRTR_W_TF4,Total fertility rate 15-44
FE_FRTR_W_TFR,Total fertility rate 15-49
PR_WTFR_W_WFR,Total wanted fertility rate
CH_DIAT_C_ADV,Treatment of diarrhea: Advice or treatment was sought
CH_DIAT_C_ORT,Treatment of diarrhea: Either ORS or RHF
CH_DIAT_C_HOM,Treatment of diarrhea: Home remedy - other
CH_DIAT_C_INC,Treatment of diarrhea: Increased fluids
CH_DIAT_C_IVS,Treatment of diarrhea: Intravenous solution
CH_DIAT_C_NON,"Treatment of diarrhea: No ORS, RHF or increased fluids"
CH_DIAT_C_NOT,Treatment of diarrhea: No treatment
CH_DIAT_C_OSI,Treatment of diarrhea: ORS or increased fluids
CH_DIAT_C_ORI,Treatment of diarrhea: ORT or increased fluids
CH_DIAT_C_ORS,Treatment of diarrhea: Oral rehydration solution (ORS)
CH_DIAT_C_RHF,Treatment of diarrhea: Recommended home fluids (RHF) at home
CH_DIAT_C_DKM,Treatment of diarrhea: don't know or missing
CM_ECMR_C_U5M,Under-five mortality rate
CM_ECMT_C_U5M,Under-five mortality rate (5 year periods)
CM_ECMT_C_U5L,Under-five mortality rate (5 year periods) - CI lower bound (-2SE)
CM_ECMT_C_U5U,Under-five mortality rate (5 year periods) - CI upper bound (+2SE)
CM_ECMT_C_U5X,Under-five mortality rate (5 year periods) - relative error
CM_ECMT_C_U5E,Under-five mortality rate (5 year periods) - standard error
CM_ECMR_C_U5L,Under-five mortality rate - CI lower bound (-2SE)
CM_ECMR_C_U5U,Under-five mortality rate - CI upper bound (+2SE)
CM_ECMR_C_U5X,Under-five mortality rate - relative error
CM_ECMR_C_U5E,Under-five mortality rate - standard error
FP_NADM_W_UNT,Unmet need for family planning
FP_NDYM_W_UNT,Unmet need for family planning (married young women)
FP_NADM_W_UNL,Unmet need for family planning for limiting
FP_NADA_W_UNL,Unmet need for family planning for limiting (all women)
FP_NDYA_W_UNL,Unmet need for family planning for limiting (all young women)
FP_NDYM_W_UNL,Unmet need for family planning for limiting (married young women)
FP_NADU_W_UNL,Unmet need for family planning for limiting (sexually active unmarried women)
FP_NDYU_W_UNL,Unmet need for family planning for limiting (sexually active unmarried young women)
FP_NADM_W_UNS,Unmet need for family planning for spacing
FP_NADA_W_UNS,Unmet need for family planning for spacing (all women)
FP_NDYA_W_UNS,Unmet need for family planning for spacing (all young women)
FP_NDYM_W_UNS,Unmet need for family planning for spacing (married young women)
FP_NADU_W_UNS,Unmet need for family planning for spacing (sexually active unmarried women)
FP_NDYU_W_UNS,Unmet need for family planning for spacing (sexually active unmarried young women)
FP_NADA_W_UNT,"Unmet need for family planning, total (all women)"
FP_NDYA_W_UNT,"Unmet need for family planning, total (all young women)"
FP_NADU_W_UNT,"Unmet need for family planning, total (sexually active unmarried women)"
FP_NDYU_W_UNT,"Unmet need for family planning, total (sexually active unmarried young women)"
FP_NADM_W_UMT,Unmet need for modern methods
FP_NDYM_W_UMT,Unmet need for modern methods (married young women)
FP_NADM_W_UML,Unmet need for modern methods for limiting
FP_NADA_W_UML,Unmet need for modern methods for limiting (all women)
FP_NDYA_W_UML,Unmet need for modern methods for limiting (all young women)
FP_NDYM_W_UML,Unmet need for modern methods for limiting (married young women)
FP_NADU_W_UML,Unmet need for modern methods for limiting (sexually active unmarried women)
FP_NDYU_W_UML,Unmet need for modern methods for limiting (sexually active unmarried young women)
FP_NADM_W_UMS,Unmet need for modern methods for spacing
FP_NADA_W_UMS,Unmet need for modern methods for spacing (all women)
FP_NDYA_W_UMS,Unmet need for modern methods for spacing (all young women)
FP_NDYM_W_UMS,Unmet need for modern methods for spacing (married young women)
FP_NADU_W_UMS,Unmet need for modern methods for spacing (sexually active unmarried women)
FP_NDYU_W_UMS,Unmet need for modern methods for spacing (sexually active unmarried young women)
FP_NADA_W_UMT,"Unmet need for modern methods, total (all women)"
FP_NDYA_W_UMT,"Unmet need for modern methods, total (all young women)"
FP_NADU_W_UMT,"Unmet need for modern methods, total (sexually active unmarried women)"
FP_NDYU_W_UMT,"Unmet need for modern methods, total (sexually active unmarried young women)"
SV_BACK_M_UNW,Unweighted number of men
SV_BACK_W_UNW,Unweighted number of women
FP_ICHC_W_HFP,Users informed about other methods
FP_ICHC_W_SID,Users informed about side effect or problems of method used
FP_ICHC_W_MII,Users informed of all three (Method Information Index)
FP_ICHC_W_WDO,Users informed what to do if experienced side effects
FP_SOCM_W_PIL,Using social marketing brand of pill
CH_VACP_C_SN1,Vaccination card seen (12-23)
CH_VACP_C_SN2,Vaccination card seen (24-35)
SV_BACK_M_NUM,Weighted number of men
SV_BACK_W_NUM,Weighted number of women
WE_AWBT_M_AGR,Wife beating justified for at least one specific reason [Men]
WE_AWBT_W_AGR,Wife beating justified for at least one specific reason [Women]
WE_AWBT_M_ARG,Wife beating justified if she argues with him [Men]
WE_AWBT_W_ARG,Wife beating justified if she argues with him [Women]
WE_AWBT_M_BFD,Wife beating justified if she burns the food [Men]
WE_AWBT_W_BFD,Wife beating justified if she burns the food [Women]
WE_AWBT_M_OUT,Wife beating justified if she goes out without telling him [Men]
WE_AWBT_W_OUT,Wife beating justified if she goes out without telling him [Women]
WE_AWBT_M_NEG,Wife beating justified if she neglects the children [Men]
WE_AWBT_W_NEG,Wife beating justified if she neglects the children [Women]
WE_AWBT_M_REF,Wife beating justified if she refuses to have sex with him [Men]
WE_AWBT_W_REF,Wife beating justified if she refuses to have sex with him [Women]
HA_ANSS_M_RSX,Woman is justified in refusing to have sexual intercourse with her husband if she knows he has sex with other women [Men]
HA_ANSS_W_RSX,Woman is justified in refusing to have sexual intercourse with her husband if she knows he has sex with other women [Women]
EM_EMPL_W_TOT,Women : Total
FE_MENO_W_PCT,Women age 30-49 menopausal
FG_PFCC_W_WCC,Women circumcised (FGC)
FG_AFCC_W_A10,Women circumcised at age 10-14
FG_AFCC_W_A15,Women circumcised at age 15+
FG_AFCC_W_A05,Women circumcised at age 5-9
FG_AFCC_W_A00,Women circumcised before age 5
FG_PPCW_W_DOC,Women circumcised by a doctor
FG_PPCW_W_MED,Women circumcised by a medical professional
FG_PPCW_W_NRS,Women circumcised by a nurse/midwife
FG_PPCW_W_TRD,Women circumcised by a traditional agent
FG_PPCW_W_TBA,Women circumcised by a traditional birth attendant
FG_PPCW_W_TCC,Women circumcised by a traditional circumciser
FG_PPCW_W_DKM,Women circumcised with don't know/ missing on the person who performed the circumcision
FG_PPCW_W_TOT,Women circumcised: total 
EM_EMPT_W_FAM,Women employed by family member
EM_EMPT_W_NFM,Women employed by non-family member
HA_CPHT_W_EVT,Women ever receiving an HIV test
MA_MBAG_W_B15,Women first married by exact age 15
MA_MBAG_W_B18,Women first married by exact age 18
MA_MBAG_W_B20,Women first married by exact age 20
MA_MBAG_W_B22,Women first married by exact age 22
MA_MBAG_W_B25,Women first married by exact age 25
EM_WERN_W_OTH,Women for whom 'other' decides how their earnings are used
ED_LITR_W_NCD,Women for whom no card with required language was available
FE_BBAG_W_A15,Women giving birth by age 15
FE_BBAG_W_A18,Women giving birth by age 18
FE_BBAG_W_A20,Women giving birth by age 20
FE_BBAG_W_A22,Women giving birth by age 22
FE_BBAG_W_A25,Women giving birth by age 25
MA_MBAG_W_NMA,Women never married
FP_CUSA_W_NCU,Women not currently using any method
HA_STIS_W_DIS,Women reporting a bad smelling or abnormal genital discharge
HA_STIS_W_SOR,Women reporting a genital sore or ulcer
HA_STIS_W_STI,Women reporting an STI
HA_STIS_W_AST,"Women reporting an STI, genital dicharge, or a sore or ulcer"
EM_EMPT_W_SEM,Women self-employed
FG_OFCR_W_DKM,Women that don't know if religion requires female circumcision
ED_LITR_W_LIT,Women who are literate
AN_NUTS_W_TH1,Women who are mildly thin according to BMI (17.0-18.4)
AN_NUTS_W_TH2,Women who are moderately thin according to BMI (<17.0)
AN_NUTS_W_OBS,Women who are obese according to BMI (>=30.0)
AN_NUTS_W_OVW,Women who are overweight according to BMI (25.0-29.9)
AN_NUTS_W_OWT,Women who are overweight or obese according to BMI (>=25.0)
AN_NUTS_W_THN,Women who are thin according to BMI (<18.5)
FG_OFCC_W_CNT,Women who believe that female circumcision should be continued
FG_OFCC_W_NCN,Women who believe that female circumcision should not be continued
ED_LITR_W_RDW,Women who can read a whole sentence
ED_LITR_W_RDP,Women who can read part of a sentence
ED_LITR_W_NRD,Women who cannot read at all
EM_WERN_W_JNT,Women who decide jointly with partner how their earnings are used
EM_WERN_W_WIF,Women who decide themselves how their earnings are used
EM_EMPL_W_N12,Women who did no work in the last 12 months
FG_OFCC_W_DKM,Women who do not know whether female circumcision should be continued
AH_TOBC_W_NON,Women who do not smoke
HA_MSXP_W_NCP,"Women who had sexual intercourse with non-marital, non-cohabiting partner"
HA_KAID_W_HRD,Women who have heard of HIV or AIDS
HA_CPHT_W_KNW,Women who know where to get an HIV test
ED_MDIA_W_RDO,Women who listen to the radio at least once a week
FE_BBAG_W_NEV,Women who never gave birth
ED_MDIA_W_NWS,Women who read a newspaper at least once a week
AH_TOBC_W_ANY,Women who smoke any type of tobacco
AH_TOBC_W_CIG,Women who smoke cigarettes
AH_TOBC_W_PIP,Women who smoke pipe
PR_DESL_W_WNM,Women who want no more children
ED_MDIA_W_TLV,Women who watch television at least once a week
EM_EMPT_W_AYR,Women who worked all year
EM_EMPT_W_CAK,Women who worked for cash and in-kind payment
EM_EMPT_W_CSH,Women who worked for cash only
EM_EMPT_W_KND,Women who worked for in-kind payment only
EM_EMPL_W_EMC,Women who worked in the last 12 months and are currently
EM_EMPL_W_ENC,"Women who worked in the last 12 months, but not currently"
EM_EMPT_W_OCC,Women who worked occasionally
EM_EMPT_W_SES,Women who worked seasonally
EM_EMPT_W_NPD,Women who worked unpaid
EM_WERN_W_HUS,Women whose partner decides how their earnings are used
FE_CEBA_W_CH1,Women with 1 child ever born
FE_CEBA_W_C10,Women with 10+ children ever born
FE_CEBA_W_CH2,Women with 2 children ever born
FE_CEBA_W_CH3,Women with 3 children ever born
FE_CEBA_W_CH4,Women with 4 children ever born
FE_CEBA_W_CH5,Women with 5 children ever born
FE_CEBA_W_CH6,Women with 6 children ever born
FE_CEBA_W_CH7,Women with 7 children ever born
FE_CEBA_W_CH8,Women with 8 children ever born
FE_CEBA_W_CH9,Women with 9 children ever born
ED_MDIA_W_3MD,"Women with access to newspaper, television and radio at least once a week"
AN_ANEM_W_ANY,Women with any anemia
ED_EDUC_W_CPR,Women with completed primary education
ED_EDUC_W_CSC,Women with completed secondary education
EM_OCCP_W_DKM,Women with don't know or missing information on occupation
EM_EMPT_W_TMS,Women with don't know or missing information on recent work
EM_EMPL_W_DKM,Women with don't know or missing information on whether they worked in the last 12 months
EM_WERN_W_DKM,Women with don't know or missing information on who decides how their earnings are used
AN_NUTS_W_SHT,Women with height below 145 cm
AN_ANEM_W_MLD,Women with mild anemia
ED_LITR_W_MIS,Women with missing information on literacy
EM_EMPT_W_CMS,Women with missing information on type of earnings
EM_EMPT_W_EMS,Women with missing information on type of employer
AN_ANEM_W_MOD,Women with moderate anemia
ED_EDUC_W_HGH,Women with more than secondary education
ED_MDIA_W_N3M,Women with no access to mass media
FE_CEBA_W_CH0,Women with no children ever born
ED_EDUC_W_NED,Women with no education
AN_NUTS_W_NRM,Women with normal BMI (18.5-24.9)
ED_EDUC_W_PRI,Women with primary education
ED_EDUC_W_SEH,Women with secondary or higher education
ED_LITR_W_SCH,Women with secondary or higher education
AN_ANEM_W_SEV,Women with severe anemia
ED_EDUC_W_SPR,Women with some primary education
ED_EDUC_W_SSC,Women with some secondary education
ED_LITR_W_TOT,Women's literacy: Total
EM_OCCP_W_AGR,Women's occupation: Agriculture
EM_OCCP_W_CLR,Women's occupation: Clerical
EM_OCCP_W_DOM,Women's occupation: Household & domestic
EM_OCCP_W_OTH,Women's occupation: Other
EM_OCCP_W_PRO,"Women's occupation: Professional, technical, managerial"
EM_OCCP_W_SAL,"Women's occupation: Sales, services"
EM_OCCP_W_MNS,Women's occupation: Skilled manual
EM_OCCP_W_TOT,Women's occupation: Total
EM_OCCP_W_MNU,Women's occupation: Unskilled manual
FG_OFCR_W_NRQ,Women's opinion that religion does not requires female circumcision
FG_OFCR_W_REQ,Women's opinion that religion requires female circumcision
ED_EDUC_W_TOT,Women: Total
MA_MSTA_W_TOT,Women: Total
EM_EMPT_W_TTO,Women: Total
SX_LSEX_W_TOT,Women: Total
FE_CEBA_W_TOT,Women: Total
PR_IDLC_W_TOT,Women: Total
FP_CUSA_W_TOT,Women: Total
FP_KFTP_W_TOT,Women: Total
FG_OFCC_W_TOT,Women: Total
FG_OFCR_W_TOT,Women: Total
MM_AMRT_M_EXP,Years of exposure to the risk of mortality for men
MM_AMRT_M_EXU,Years of exposure to the risk of mortality for men (unweighted)
MM_AMRT_W_EXP,Years of exposure to the risk of mortality for women
MM_MMRT_W_EXP,Years of exposure to the risk of mortality for women
MM_AMRT_W_EXU,Years of exposure to the risk of mortality for women (unweighted)
MM_MMRT_W_EXU,Years of exposure to the risk of mortality for women (unweighted)
SX_SACY_M_SAC,Young men age 15-19 who are sexually active
SX_SACY_M_ESX,Young men age 15-19 who ever had sexual intercourse
MA_MBAY_M_B15,Young men age 20-24 first married by exact age 15
MA_MBAY_M_B18,Young men age 20-24 first married by exact age 18
MA_MBAY_M_B20,Young men age 20-24 first married by exact age 20
MA_MBAY_M_NMA,Young men age 20-24 never married
ED_LITY_M_NCD,Young men for whom no card with required language was available
HA_MSPY_M_2PP,Young men having multiple partners in last year
HA_PSXY_M_SX1,Young men having premarital sex in last year
HA_PSXY_M_NSX,Young men never having sexual intercourse
HA_MSPY_M_CND,Young men using a condom at last sexual intercourse
HA_PSXY_M_CND,Young men using a condom during premarital sex
ED_LITY_M_LIT,Young men who are literate
ED_LITY_M_RDW,Young men who can read a whole sentence
ED_LITY_M_RDP,Young men who can read part of a sentence
ED_LITY_M_NRD,Young men who cannot read at all
HA_MSPY_M_NCP,"Young men who had sexual intercourse with non-marital, non-cohabiting partner in last year"
ED_LITY_M_MIS,Young men with missing information on literacy
ED_LITY_M_SCH,Young men with secondary or higher education
ED_LITY_M_TOT,Young men's literacy: Total
MA_MSTY_M_TOT,Young men: Total
SX_SACY_W_SAC,Young women age 15-19 who are sexually active
SX_SACY_W_ESX,Young women age 15-19 who ever had sexual intercourse
MA_MBAY_W_B15,Young women age 20-24 first married by exact age 15
MA_MBAY_W_B18,Young women age 20-24 first married by exact age 18
MA_MBAY_W_B20,Young women age 20-24 first married by exact age 20
FE_BBAY_W_A15,Young women age 20-24 giving birth by age 15
FE_BBAY_W_A18,Young women age 20-24 giving birth by age 18
FE_BBAY_W_A20,Young women age 20-24 giving birth by age 20
MA_MBAY_W_NMA,Young women age 20-24 never married
FE_BBAY_W_NEV,Young women age 20-24 who never gave birth
ED_LITY_W_NCD,Young women for whom no card with required language was available
HA_MSPY_W_2PP,Young women having multiple partners in last year
HA_PSXY_W_SX1,Young women having premarital sex in last year
HA_PSXY_W_NSX,Young women never having sexual intercourse
FP_CUSY_W_NCU,Young women not currently using any method
HA_MSPY_W_CND,Young women using a condom at last sexual intercourse
HA_PSXY_W_CND,Young women using a condom during premarital sex
ED_LITY_W_LIT,Young women who are literate
ED_LITY_W_RDW,Young women who can read a whole sentence
ED_LITY_W_RDP,Young women who can read part of a sentence
ED_LITY_W_NRD,Young women who cannot read at all
HA_MSPY_W_NCP,"Young women who had sexual intercourse with non-marital, non-cohabiting partner in last year"
ED_LITY_W_MIS,Young women with missing information on literacy
ED_LITY_W_SCH,Young women with secondary or higher education
ED_LITY_W_TOT,Young women's literacy: Total
FP_CUSY_W_TOT,Young women: Total
MA_MSTY_W_TOT,Young women: Total
